date,Water Level (m),Minor flood,Moderate flood,Major flood
2022-02-27 06:03:00,4.75,4.2,7.2,9.7
2022-02-27 07:07:00,4.84,4.2,7.2,9.7
2022-02-27 08:07:00,4.93,4.2,7.2,9.7
2022-02-27 09:03:00,5.08,4.2,7.2,9.7
2022-02-27 10:03:00,5.32,4.2,7.2,9.7
2022-02-27 11:03:00,5.58,4.2,7.2,9.7
2022-02-27 12:03:00,5.82,4.2,7.2,9.7
2022-02-27 13:03:00,6.07,4.2,7.2,9.7
2022-02-27 14:03:00,6.32,4.2,7.2,9.7
2022-02-27 15:07:00,6.58,4.2,7.2,9.7
2022-02-27 16:03:00,6.8,4.2,7.2,9.7
2022-02-27 17:03:00,7.01,4.2,7.2,9.7
2022-02-27 18:03:00,7.2,4.2,7.2,9.7
2022-02-27 19:03:00,7.37,4.2,7.2,9.7
2022-02-27 20:03:00,7.61,4.2,7.2,9.7
2022-02-27 21:03:00,7.9,4.2,7.2,9.7
2022-02-27 22:03:00,8.25,4.2,7.2,9.7
2022-02-27 23:07:00,8.7,4.2,7.2,9.7
2022-02-28 00:03:00,9.07,4.2,7.2,9.7
2022-02-28 01:03:00,9.59,4.2,7.2,9.7
2022-02-28 02:03:00,10.22,4.2,7.2,9.7
2022-02-28 03:11:00,11.0,4.2,7.2,9.7
2022-02-28 04:03:00,11.5,4.2,7.2,9.7
2022-02-28 05:03:00,12.22,4.2,7.2,9.7
2022-02-28 06:07:00,12.81,4.2,7.2,9.7
2022-02-28 07:03:00,13.28,4.2,7.2,9.7
2022-02-28 08:11:00,13.62,4.2,7.2,9.7
2022-02-28 09:03:00,13.83,4.2,7.2,9.7
2022-02-28 10:07:00,14.03,4.2,7.2,9.7
2022-02-28 11:07:00,14.18,4.2,7.2,9.7
2022-02-28 12:07:00,14.31,4.2,7.2,9.7
2022-02-28 13:15:00,,4.2,7.2,9.7
2022-02-28 14:15:00,,4.2,7.2,9.7
2022-02-28 15:15:00,,4.2,7.2,9.7
2022-02-28 16:15:00,,4.2,7.2,9.7
2022-02-28 17:15:00,,4.2,7.2,9.7
2022-02-28 18:15:00,,4.2,7.2,9.7
2022-02-28 19:15:00,,4.2,7.2,9.7
2022-02-28 20:15:00,,4.2,7.2,9.7
2022-02-28 21:15:00,,4.2,7.2,9.7
2022-02-28 22:15:00,,4.2,7.2,9.7
2022-02-28 23:15:00,,4.2,7.2,9.7
2022-03-01 00:15:00,,4.2,7.2,9.7
2022-03-01 01:15:00,,4.2,7.2,9.7
2022-03-01 02:15:00,,4.2,7.2,9.7
2022-03-01 03:15:00,,4.2,7.2,9.7
2022-03-01 04:15:00,,4.2,7.2,9.7
2022-03-01 05:15:00,,4.2,7.2,9.7
2022-03-01 06:15:00,,4.2,7.2,9.7
2022-03-01 07:15:00,,4.2,7.2,9.7
2022-03-01 08:15:00,,4.2,7.2,9.7
2022-03-01 09:15:00,,4.2,7.2,9.7
2022-03-01 10:15:00,,4.2,7.2,9.7
2022-03-01 11:15:00,,4.2,7.2,9.7
2022-03-01 12:15:00,,4.2,7.2,9.7
2022-03-01 13:15:00,,4.2,7.2,9.7
2022-03-01 14:15:00,,4.2,7.2,9.7
2022-03-01 15:15:00,,4.2,7.2,9.7
2022-03-01 16:15:00,,4.2,7.2,9.7
2022-03-01 17:15:00,,4.2,7.2,9.7
2022-03-01 18:15:00,,4.2,7.2,9.7
2022-03-01 19:15:00,,4.2,7.2,9.7
2022-03-01 20:15:00,,4.2,7.2,9.7
2022-03-01 21:15:00,,4.2,7.2,9.7
2022-03-01 22:15:00,,4.2,7.2,9.7
2022-03-01 23:15:00,,4.2,7.2,9.7
2022-03-02 00:15:00,,4.2,7.2,9.7
2022-03-02 01:15:00,,4.2,7.2,9.7
2022-03-02 02:15:00,,4.2,7.2,9.7
2022-03-02 03:15:00,,4.2,7.2,9.7
2022-03-02 04:15:00,,4.2,7.2,9.7
2022-03-02 05:15:00,,4.2,7.2,9.7
2022-03-02 06:15:00,,4.2,7.2,9.7
2022-03-02 07:15:00,,4.2,7.2,9.7
2022-03-02 08:15:00,,4.2,7.2,9.7
2022-03-02 09:15:00,,4.2,7.2,9.7
2022-03-02 10:15:00,,4.2,7.2,9.7
2022-03-02 11:15:00,,4.2,7.2,9.7
2022-03-02 12:15:00,,4.2,7.2,9.7
2022-03-02 13:15:00,,4.2,7.2,9.7
2022-03-02 14:15:00,,4.2,7.2,9.7
2022-03-02 15:15:00,,4.2,7.2,9.7
2022-03-02 16:15:00,,4.2,7.2,9.7
2022-03-02 17:15:00,,4.2,7.2,9.7
2022-03-02 18:15:00,,4.2,7.2,9.7
2022-03-02 19:15:00,,4.2,7.2,9.7
2022-03-02 20:15:00,,4.2,7.2,9.7
2022-03-02 21:15:00,,4.2,7.2,9.7
2022-03-02 22:15:00,,4.2,7.2,9.7
2022-03-02 23:15:00,,4.2,7.2,9.7
2022-03-03 00:15:00,,4.2,7.2,9.7
2022-03-03 01:15:00,,4.2,7.2,9.7
2022-03-03 02:15:00,,4.2,7.2,9.7
2022-03-03 03:15:00,,4.2,7.2,9.7
2022-03-03 04:15:00,,4.2,7.2,9.7
2022-03-03 05:15:00,,4.2,7.2,9.7
2022-03-03 06:15:00,,4.2,7.2,9.7
2022-03-03 07:15:00,,4.2,7.2,9.7
2022-03-03 08:15:00,,4.2,7.2,9.7
2022-03-03 09:15:00,,4.2,7.2,9.7
2022-03-03 10:15:00,,4.2,7.2,9.7
2022-03-03 11:15:00,,4.2,7.2,9.7
2022-03-03 12:15:00,,4.2,7.2,9.7
2022-03-03 13:15:00,,4.2,7.2,9.7
2022-03-03 14:15:00,,4.2,7.2,9.7
2022-03-03 15:15:00,,4.2,7.2,9.7
2022-03-03 16:15:00,,4.2,7.2,9.7
2022-03-03 17:15:00,,4.2,7.2,9.7
2022-03-03 18:15:00,,4.2,7.2,9.7
2022-03-03 19:15:00,,4.2,7.2,9.7
2022-03-03 20:15:00,,4.2,7.2,9.7
2022-03-03 21:15:00,,4.2,7.2,9.7
2022-03-03 22:15:00,,4.2,7.2,9.7
2022-03-03 23:15:00,,4.2,7.2,9.7
2022-03-04 00:15:00,,4.2,7.2,9.7
2022-03-04 01:15:00,,4.2,7.2,9.7
2022-03-04 02:15:00,,4.2,7.2,9.7
2022-03-04 03:15:00,,4.2,7.2,9.7
2022-03-04 04:15:00,,4.2,7.2,9.7
2022-03-04 05:15:00,,4.2,7.2,9.7
2022-03-04 06:15:00,,4.2,7.2,9.7
2022-03-04 07:15:00,,4.2,7.2,9.7
2022-03-04 08:15:00,,4.2,7.2,9.7
2022-03-04 09:15:00,,4.2,7.2,9.7
